accX_mad,gyroX_kurtosis,accY_mean,gyroX_iqr,ci_sma,distance_std,ci_std,distance_mean,gyroZ_skewness,accX_max,gyroY_skewness,accY_min,accX_min,accZ_iqr,distance_sma,gyroX_sma,accZ_sma,distance_iqr,gyroX_mad,gyroX_max,proximity_min,gyroX_min,accX_mean,accX_iqr,gyroZ_maxInds,gyroZ_mad,proximity_kurtosis,accZ_min,gyroZ_kurtosis,accY_skewness,distance_skewness,distance_kurtosis,ci_max,ci_min,proximity_sma,proximity_std,accZ_max,accZ_std,gyroX_std,gyroY_std,proximity_maxInds,proximity_max,ci_iqr,accZ_mad,accY_kurtosis,accZ_skewness,gyroZ_min,gyroZ_max,accY_iqr,accX_sma,ci_mean,gyroX_maxInds,accY_std,gyroY_mean,ci_maxInds,gyroZ_sma,gyroY_kurtosis,gyroX_mean,gyroY_maxInds,accY_mad,accY_max,gyroZ_iqr,gyroY_sma,ci_kurtosis,distance_maxInds,accZ_maxInds,gyroZ_mean,gyroX_skewness,distance_mad,proximity_mad,distance_max,proximity_iqr,distance_min,accZ_kurtosis,accX_maxInds,ci_mad,accZ_mean,accX_skewness,gyroY_iqr,ci_skewness,accY_maxInds,accX_std,gyroY_min,proximity_skewness,accY_sma,gyroY_max,proximity_mean,gyroZ_std,accX_kurtosis,gyroY_mad,activity
194.0,-0.64,784.47,14.5,0.09,0.11,0.03,0.77,0.17,2661.0,-1.48,-994.0,-313.0,1046.5,0.18,-0.28,604.56,0.08,7.0,22.0,0.76,-22.0,947.0,398.0,8.0,3.0,2.13,-2462.0,1.95,0.17,1.86,2.51,0.47,0.33,0.19,0.02,5279.0,1202.83,10.0,19.51,5.0,0.85,0.05,474.0,-0.05,1.2,-22.0,20.0,948.5,725.05,0.39,2.0,842.74,-5.68,3.0,-2.77,2.33,-0.36,1.0,490.0,2847.0,6.0,-4.35,-0.11,5.0,9.0,-3.62,-0.21,0.05,0.01,1.08,0.02,0.69,2.48,2.0,0.02,789.63,0.72,13.0,0.43,3.0,556.34,-73.0,-1.68,600.61,28.0,0.83,6.63,1.25,7.0,Medium
831.0,11.22,-363.86,17.75,0.1,0.59,0.06,1.29,-0.86,4637.0,-0.29,-6625.0,-13581.0,2830.75,0.3,1.91,779.4,1.19,9.0,186.0,0.5,-70.0,186.94,1625.25,4.0,7.0,-1.27,-8284.0,2.18,-0.73,0.54,-1.28,0.7,0.33,0.17,0.13,9320.0,3134.79,32.98,30.01,3.0,0.85,0.04,1496.0,0.43,-0.51,-88.0,53.0,2421.5,142.9,0.42,5.0,1917.76,-7.99,4.0,-5.44,0.68,2.5,13.0,1181.0,2847.0,13.75,-6.1,8.63,3.0,8.0,-7.12,2.44,0.39,0.09,2.25,0.26,0.69,1.3,9.0,0.02,1019.63,-2.43,35.75,2.32,1.0,2570.95,-108.0,-0.53,-278.14,76.0,0.72,24.0,9.02,19.0,Medium
814.0,8.16,-886.25,25.0,0.12,0.44,0.11,2.05,-0.8,4637.0,0.29,-6625.0,-13581.0,2505.0,0.49,1.61,760.32,0.44,10.0,186.0,0.44,-70.0,-139.68,2126.0,4.0,6.0,-0.3,-8284.0,1.69,-0.34,-1.06,-0.27,0.7,0.34,0.13,0.1,9320.0,3346.67,35.34,33.93,3.0,0.76,0.2,1055.0,2.5,-0.13,-88.0,53.0,1304.0,-106.6,0.49,3.0,1657.61,6.89,3.0,-3.68,1.43,2.1,1.0,577.0,4954.0,11.0,5.26,-1.14,3.0,9.0,-4.82,1.98,0.17,0.04,2.52,0.1,1.08,0.83,11.0,0.07,996.28,-2.09,25.0,0.46,1.0,2600.91,-108.0,1.03,-676.35,98.0,0.54,25.45,7.5,13.0,High
605.0,3.9,537.18,56.0,0.12,0.63,0.11,1.95,-0.81,11784.0,0.28,-3336.0,-5438.0,3651.0,0.46,5.43,393.48,0.7,29.0,228.0,0.44,-202.0,1538.24,2226.5,5.0,13.0,-0.16,-9839.0,1.81,1.4,-1.16,-0.12,0.67,0.33,0.13,0.14,10877.0,4201.83,56.24,49.69,3.0,0.88,0.18,1775.0,1.59,-0.17,-129.0,85.0,1983.0,1177.71,0.5,4.0,2352.28,14.2,5.0,-2.24,0.07,7.09,9.0,660.0,8676.0,24.5,10.87,-1.27,3.0,10.0,-2.93,0.62,0.21,0.05,2.52,0.16,0.52,0.25,9.0,0.1,513.94,0.87,47.0,0.11,1.0,3216.06,-103.0,1.15,411.28,135.0,0.57,36.96,1.37,23.0,High
1672.0,2.46,434.94,62.0,0.13,0.86,0.17,1.08,-0.74,11784.0,0.71,-6006.0,-5862.0,5667.5,0.25,5.06,312.8,1.65,31.0,228.0,0.0,-202.0,1739.54,4428.0,5.0,15.0,0.89,-9839.0,1.56,0.85,0.17,-1.51,0.82,0.0,0.17,0.22,10877.0,4401.57,61.23,53.57,3.0,1.0,0.24,2627.0,0.3,-0.15,-129.0,85.0,3590.0,1331.83,0.57,10.0,2704.46,-9.1,4.0,-3.07,0.42,6.61,2.0,1015.0,8676.0,30.0,-6.96,0.82,3.0,10.0,-4.01,0.45,0.84,0.19,2.37,0.33,0.0,-0.23,10.0,0.12,408.55,0.54,51.0,-0.62,1.0,3506.08,-114.0,-0.81,333.0,135.0,0.74,37.26,0.3,26.0,Medium
741.0,4.81,-687.65,25.0,0.16,0.56,0.2,0.46,-0.29,7691.0,-1.23,-6006.0,-5862.0,1021.0,0.11,-5.03,533.16,0.43,12.0,128.0,0.0,-133.0,-301.05,1497.5,4.0,5.0,10.58,-7392.0,2.85,1.3,1.88,2.75,0.84,0.0,0.2,0.18,7565.0,2152.42,32.62,38.79,4.0,1.0,0.11,387.0,3.28,0.67,-45.0,39.0,1045.0,-230.49,0.67,3.0,1600.59,-36.73,14.0,2.66,1.5,-6.57,3.0,425.0,5030.0,9.0,-28.12,5.78,14.0,12.0,3.48,0.07,0.25,0.05,2.16,0.09,0.0,2.98,1.0,0.07,696.37,1.35,44.5,-2.47,3.0,2178.72,-165.0,-3.02,-526.48,61.0,0.87,12.1,2.3,17.0,Very High
311.0,5.38,53.54,13.0,0.15,0.25,0.19,0.49,1.26,-137.0,-1.06,-1975.0,-4187.0,634.5,0.11,-2.86,118.51,0.26,6.0,22.0,0.77,-89.0,-1639.59,647.5,2.0,7.0,-0.05,-2972.0,1.71,0.6,0.08,-0.14,0.84,0.0,0.21,0.05,3726.0,932.2,19.13,47.52,3.0,0.99,0.18,294.0,-0.64,-0.17,-21.0,40.0,2227.5,-1255.31,0.62,2.0,1390.25,-25.22,17.0,1.48,0.52,-3.73,2.0,1128.0,3324.0,12.5,-19.31,3.01,3.0,4.0,1.94,-2.13,0.15,0.03,1.03,0.06,0.04,4.14,2.0,0.12,154.79,-0.83,51.5,-1.6,1.0,684.12,-165.0,-0.14,40.99,36.0,0.89,11.93,1.75,26.0,Medium
569.0,2.68,309.54,18.5,0.11,0.17,0.13,0.74,0.62,1867.0,-2.0,-7038.0,-4187.0,895.5,0.17,0.53,448.78,0.3,9.0,73.0,0.77,-53.0,-1151.52,1219.0,5.0,3.0,-1.03,-3103.0,1.7,-1.2,-0.06,-1.04,0.81,0.33,0.2,0.04,8408.0,1985.1,21.26,34.71,4.0,0.9,0.25,451.0,3.43,1.97,-45.0,40.0,1701.0,-881.64,0.47,4.0,1891.54,4.94,3.0,-2.26,4.98,0.69,2.0,890.0,4203.0,8.5,3.78,-0.83,4.0,1.0,-2.95,0.8,0.16,0.04,1.03,0.07,0.44,4.96,1.0,0.05,586.16,0.49,28.5,0.77,1.0,1152.41,-127.0,0.03,236.99,63.0,0.84,14.16,0.51,15.0,Medium
1006.0,0.34,-417.12,32.0,0.09,0.54,0.14,0.85,-1.05,5973.0,-1.24,-10733.0,-7040.0,3076.5,0.2,-2.74,764.91,0.39,16.0,95.0,0.0,-100.0,-514.95,2189.0,13.0,14.0,5.38,-8634.0,0.95,-0.88,2.06,8.17,0.68,0.0,0.17,0.23,10807.0,3807.77,35.16,67.11,10.0,0.98,0.1,1452.0,1.69,-0.24,-98.0,48.0,2594.5,-394.26,0.39,4.0,2825.93,-10.2,8.0,-6.91,2.45,-3.58,1.0,1462.0,6186.0,26.0,-7.81,2.72,20.0,8.0,-9.02,0.21,0.19,0.04,3.33,0.12,0.0,0.43,8.0,0.05,999.06,-0.02,44.0,-1.06,8.0,2189.27,-251.0,-2.5,-319.35,152.0,0.74,29.26,1.01,23.0,Medium
1147.0,0.4,333.81,43.0,0.09,0.55,0.14,0.78,-0.98,5973.0,-0.66,-10733.0,-7040.0,4274.5,0.18,-2.45,768.25,0.26,22.0,95.0,0.0,-100.0,-442.76,2126.5,11.0,13.0,5.1,-8634.0,0.56,-1.54,2.34,8.59,0.68,0.0,0.18,0.24,10807.0,3789.95,33.06,70.3,4.0,0.98,0.11,2223.0,4.04,-0.4,-98.0,48.0,2170.0,-340.76,0.4,5.0,2580.59,-19.0,8.0,-6.36,1.38,-3.18,9.0,1014.0,6186.0,33.0,-14.62,2.67,20.0,15.0,-8.27,-0.11,0.14,0.04,3.33,0.15,0.0,0.23,9.0,0.05,998.2,-0.24,79.5,-1.23,1.0,2363.62,-251.0,-2.47,256.91,152.0,0.76,30.98,0.51,40.0,Medium
817.0,1.09,221.53,45.0,0.09,0.15,0.05,0.79,-0.74,3171.0,0.58,-6258.0,-9606.0,4517.0,0.19,2.89,1002.67,0.12,23.0,130.0,0.73,-116.0,-881.7,1643.5,11.0,10.0,0.83,-7569.0,1.5,-1.07,0.55,0.83,0.58,0.32,0.19,0.03,8586.0,3711.21,42.0,50.03,3.0,0.89,0.04,2190.0,2.17,-0.37,-74.0,47.0,1635.5,-674.24,0.39,11.0,1862.56,15.34,5.0,-0.66,0.47,3.78,1.0,963.0,4411.0,21.0,11.73,4.47,3.0,11.0,-0.87,0.33,0.06,0.02,1.2,0.03,0.51,-0.15,11.0,0.02,1311.18,-1.18,51.0,1.96,1.0,2263.36,-104.0,-0.58,169.41,162.0,0.82,22.26,1.83,22.0,High
1002.0,1.2,-1019.44,38.75,0.1,0.57,0.07,1.42,-0.94,4513.0,1.31,-11373.0,-9606.0,2837.25,0.34,8.83,889.24,1.12,16.5,130.0,0.49,-116.0,-1301.68,2114.25,10.0,6.0,-1.62,-7569.0,3.46,-1.39,0.23,-1.63,0.57,0.32,0.16,0.13,8586.0,3561.09,41.41,43.3,3.0,0.83,0.13,1158.5,3.67,-0.2,-82.0,43.0,2114.5,-993.76,0.44,3.0,2429.88,11.99,4.0,-2.97,1.73,11.56,1.0,816.5,4348.0,12.0,9.16,-1.13,3.0,11.0,-3.89,-0.01,0.44,0.1,2.3,0.25,0.78,0.39,11.0,0.06,1164.77,-0.63,40.25,0.4,2.0,2171.62,-78.0,-0.24,-778.28,162.0,0.68,20.09,2.21,17.5,High
814.5,2.4,-793.35,32.25,0.12,0.41,0.07,1.94,0.4,6515.0,-0.58,-11373.0,-5831.0,2422.75,0.46,-0.96,1055.1,0.53,16.5,109.0,0.47,-155.0,-517.33,2050.0,8.0,5.5,0.08,-5474.0,3.21,-0.42,-0.93,0.03,0.65,0.36,0.14,0.09,8122.0,2681.61,39.1,43.85,5.0,0.81,0.11,737.0,1.8,0.66,-109.0,134.0,2065.75,-394.15,0.5,1.0,2894.26,-21.63,25.0,-7.41,2.82,-1.26,7.0,1090.0,6035.0,18.0,-16.48,-0.7,5.0,14.0,-9.72,-0.68,0.26,0.06,2.39,0.12,0.87,0.49,1.0,0.05,1384.81,1.05,40.0,-0.26,13.0,2337.08,-181.0,0.94,-604.46,132.0,0.57,39.4,1.44,17.5,High
1167.0,3.71,282.76,43.75,0.09,0.87,0.22,1.3,0.06,6515.0,0.33,-6423.0,-10826.0,3930.0,0.31,4.49,958.41,1.6,23.5,238.0,0.0,-155.0,-693.78,3385.0,8.0,11.0,-0.52,-7033.0,1.36,0.61,-0.24,-1.3,0.68,0.0,0.12,0.29,8122.0,3072.64,55.41,69.11,8.0,0.89,0.19,1816.5,0.3,0.15,-109.0,134.0,4303.25,-528.6,0.39,2.0,3078.03,3.98,4.0,-1.96,1.06,5.89,2.0,1898.5,10085.0,21.25,3.03,-0.46,4.0,15.0,-2.58,1.02,0.81,0.13,2.39,0.22,0.0,-0.21,2.0,0.1,1257.91,0.21,61.0,-0.92,2.0,2896.15,-181.0,-0.8,215.43,217.0,0.51,44.26,1.47,30.0,High
812.0,7.9,-116.69,25.5,0.09,0.59,0.2,1.03,0.09,6380.0,-0.0,-3410.0,-10826.0,1331.25,0.25,10.19,497.68,0.88,12.0,238.0,0.0,-118.0,-1257.61,1704.0,12.0,7.0,0.08,-7033.0,5.33,1.35,-0.94,-0.87,0.68,0.0,0.14,0.3,6788.0,2080.09,45.2,67.24,10.0,0.89,0.13,664.0,2.09,0.26,-98.0,94.0,3384.0,-958.18,0.37,1.0,2620.47,7.93,4.0,3.65,1.79,13.38,1.0,1694.0,10085.0,16.0,6.04,-0.17,4.0,22.0,4.79,2.02,0.05,0.01,1.49,0.02,0.0,2.63,11.0,0.05,653.2,-0.3,42.25,-0.97,1.0,2162.35,-185.0,-1.32,-88.91,217.0,0.57,23.64,5.27,21.0,Medium
300.5,13.09,-476.67,12.0,0.12,0.13,0.08,1.31,2.96,2187.0,-2.13,-3410.0,-4328.0,430.0,0.31,0.32,372.9,0.29,6.0,41.0,0.67,-118.0,-852.65,600.5,4.0,3.0,-1.81,-3092.0,12.34,-0.45,0.07,-1.82,0.67,0.4,0.17,0.03,3376.0,722.31,18.74,43.39,3.0,0.74,0.16,201.5,-0.56,-0.21,-26.0,67.0,2127.0,-653.09,0.5,2.0,1285.76,-10.09,4.0,-1.38,4.69,0.42,3.0,713.0,2995.0,7.0,-7.73,-1.41,3.0,22.0,-1.8,-2.65,0.12,0.03,1.46,0.06,1.16,6.26,5.0,0.06,486.85,-0.06,25.5,0.37,1.0,862.39,-185.0,-0.04,-365.11,50.0,0.71,12.25,3.53,13.0,Very High
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232.0,3.22,-546.12,6.0,0.08,0.11,0.03,0.95,0.53,1593.0,2.52,-3237.0,-3560.0,419.25,0.23,5.36,774.29,0.23,3.0,70.0,0.75,-23.0,-1052.91,480.5,3.0,3.5,-1.49,-1001.0,0.65,0.58,-0.01,-1.47,0.47,0.29,0.19,0.03,3377.0,568.35,19.59,38.83,3.0,0.82,0.04,206.5,0.85,0.97,-21.0,17.0,813.25,-811.62,0.34,1.0,1021.3,9.87,3.0,-2.06,6.82,6.96,1.0,426.5,2293.0,7.0,7.61,3.59,3.0,14.0,-2.67,2.02,0.12,0.02,1.12,0.06,0.79,4.5,3.0,0.02,1004.48,0.06,17.0,1.5,4.0,902.95,-57.0,0.04,-420.97,177.0,0.79,7.46,2.17,9.5,Very High
157.0,1.97,-603.6,5.0,0.08,0.24,0.02,1.23,-1.04,-483.0,-0.44,-1426.0,-1200.0,300.5,0.28,0.21,876.43,0.29,3.0,12.0,0.61,-15.0,-825.22,302.0,1.0,2.0,-0.42,493.0,1.23,-0.25,0.95,-0.37,0.37,0.29,0.17,0.05,2346.0,269.37,4.47,7.74,3.0,0.78,0.02,157.0,1.28,1.07,-16.0,2.0,329.5,-635.12,0.33,3.0,296.25,-0.93,4.0,-2.38,0.58,0.28,5.0,151.0,274.0,4.0,-0.71,0.02,3.0,18.0,-3.09,-1.01,0.11,0.03,1.77,0.06,0.97,4.61,1.0,0.01,1138.76,-0.01,11.0,0.24,13.0,180.77,-26.0,-0.96,-464.55,16.0,0.73,3.54,-1.01,5.0,Medium
185.0,3.44,292.67,25.0,0.09,0.47,0.11,1.41,0.99,5563.0,-1.31,-9622.0,-6482.0,1657.5,0.33,-6.85,421.17,0.55,12.0,126.0,0.28,-187.0,-64.58,1256.5,8.0,3.0,3.51,-10404.0,3.97,-0.02,0.82,3.36,0.79,0.32,0.16,0.11,9128.0,3526.5,42.2,69.24,6.0,0.88,0.12,343.0,2.99,-0.41,-84.0,110.0,1779.0,-49.44,0.4,1.0,2632.49,-29.72,3.0,2.31,1.4,-8.95,1.0,463.0,8953.0,7.5,-22.76,2.64,6.0,16.0,3.02,-0.84,0.28,0.06,3.23,0.12,0.53,1.36,1.0,0.03,550.1,0.57,52.5,1.69,15.0,2052.34,-264.0,-0.85,224.08,105.0,0.69,28.53,1.62,10.0,Low
1042.0,1.83,-228.42,41.5,0.14,0.94,0.23,1.26,0.88,5563.0,-0.94,-9622.0,-6482.0,2716.5,0.3,-13.28,-94.66,1.33,23.0,126.0,0.0,-187.0,1579.94,2879.5,8.0,9.0,0.53,-10404.0,2.2,-0.02,0.75,-0.46,0.9,0.0,0.16,0.25,9128.0,3854.89,45.43,70.32,8.0,0.95,0.41,1450.0,1.12,-0.04,-84.0,110.0,3070.0,1209.64,0.58,2.0,3069.88,-44.04,3.0,1.54,0.72,-17.34,9.0,1519.0,8953.0,23.5,-33.72,-0.22,8.0,16.0,2.01,-0.41,0.59,0.16,3.32,0.3,0.0,0.48,1.0,0.17,-123.63,-0.99,71.5,-0.35,1.0,2308.52,-264.0,-1.09,-174.89,105.0,0.68,31.14,1.19,16.0,Very Low
754.0,8.37,-801.61,8.5,0.18,0.87,0.2,0.95,1.82,5286.0,-3.8,-8085.0,-1297.0,940.5,0.22,-7.09,370.51,0.58,4.0,37.0,0.0,-112.0,1853.02,1350.5,3.0,2.0,1.88,-8477.0,6.62,-2.61,1.56,1.37,0.9,0.0,0.17,0.25,5783.0,1813.18,21.2,32.98,7.0,0.96,0.24,429.0,8.15,-2.36,-35.0,49.0,957.5,1418.72,0.75,1.0,1427.29,-12.36,7.0,-2.58,16.86,-9.26,1.0,456.0,367.0,5.0,-9.46,5.67,7.0,1.0,-3.37,-2.71,0.21,0.05,3.32,0.21,0.0,9.91,1.0,0.02,483.93,0.97,14.5,-2.31,1.0,1056.55,-209.0,-1.69,-613.73,32.0,0.74,12.28,1.51,6.0,Very High
52.0,-0.27,326.02,10.0,0.17,0.76,0.15,1.08,-0.34,1938.0,1.28,-1099.0,604.0,139.0,0.26,0.01,891.51,1.06,5.0,17.0,0.37,-13.0,978.8,134.0,2.0,1.0,-0.37,545.0,0.52,-0.46,0.98,-0.37,0.88,0.46,0.18,0.17,1468.0,172.04,6.94,7.51,12.0,0.96,0.31,49.0,0.7,-1.73,-10.0,2.0,583.5,741.67,0.7,1.0,447.39,2.12,3.0,-2.77,2.56,0.01,4.0,270.0,1181.0,2.0,1.61,-1.74,12.0,1.0,-3.65,0.36,0.28,0.06,2.84,0.23,0.17,2.76,1.0,0.16,1176.55,1.92,4.0,-0.1,1.0,274.98,-15.0,-0.98,247.04,27.0,0.76,2.35,3.87,2.0,High
90.0,1.1,681.37,5.0,0.14,0.94,0.13,1.66,-1.46,967.0,1.51,210.0,546.0,122.5,0.4,1.34,994.17,1.77,2.0,17.0,0.31,-13.0,746.35,220.0,2.0,1.0,-1.54,1056.0,1.46,-0.11,-0.09,-1.54,0.88,0.37,0.15,0.21,1508.0,87.49,5.77,7.4,5.0,0.93,0.14,58.0,-0.34,-0.47,-10.0,-1.0,281.0,568.47,0.59,3.0,204.53,1.55,7.0,-2.74,3.28,1.76,4.0,105.0,1181.0,2.0,1.18,-0.29,5.0,1.0,-3.59,0.2,0.73,0.16,3.1,0.4,0.32,0.17,1.0,0.1,1305.27,0.31,3.0,0.54,1.0,116.75,-15.0,0.09,518.97,27.0,0.63,1.99,-1.25,1.0,Low
42.0,-0.64,682.68,3.0,0.11,0.9,0.13,1.38,-0.31,774.0,0.49,455.0,504.0,213.0,0.31,0.93,1148.43,1.74,2.0,7.0,0.31,-5.0,633.01,82.5,2.0,1.0,-1.2,1300.0,-0.46,-0.4,0.65,-1.2,0.76,0.27,0.15,0.2,1682.0,114.39,2.58,2.16,4.0,0.91,0.18,108.0,0.51,0.02,-5.0,-2.0,94.5,492.34,0.48,2.0,79.78,0.1,3.0,-2.35,1.13,1.2,3.0,47.0,879.0,2.0,0.08,-0.66,4.0,1.0,-3.03,-0.1,0.35,0.08,3.1,0.38,0.4,-1.55,2.0,0.09,1476.56,0.19,2.0,0.64,1.0,59.76,-5.0,-0.65,530.97,8.0,0.69,0.78,-0.53,1.0,Low
34.0,1.77,655.72,4.0,0.08,0.42,0.06,1.07,-1.63,893.0,-2.45,-215.0,504.0,70.25,0.24,1.28,1207.03,0.73,2.0,15.0,0.58,-5.0,636.19,66.25,4.0,1.0,-1.08,1271.0,6.07,-1.42,0.41,-1.09,0.46,0.26,0.17,0.09,1714.0,71.3,3.69,5.06,3.0,0.88,0.07,35.5,6.81,-1.34,-12.0,1.0,93.75,492.54,0.34,2.0,195.18,-1.09,3.0,-2.54,7.44,1.66,2.0,44.5,1233.0,1.0,-0.84,-0.7,3.0,1.0,-3.28,1.07,0.38,0.09,1.88,0.17,0.55,3.13,1.0,0.03,1559.08,0.94,4.25,0.8,15.0,66.3,-26.0,-0.41,507.65,6.0,0.76,2.05,1.75,2.0,Low
133.0,1.76,-226.04,13.5,0.08,0.42,0.08,1.47,-0.72,5023.0,1.03,-6138.0,-4153.0,279.0,0.35,-0.41,980.66,0.66,7.0,81.0,0.0,-75.0,656.36,353.5,11.0,4.0,12.99,-11846.0,3.11,-1.38,-0.82,1.35,0.5,0.0,0.16,0.13,13142.0,3662.03,27.0,58.41,6.0,0.82,0.08,111.0,1.4,-0.58,-66.0,53.0,1559.0,499.26,0.33,12.0,1729.7,-12.94,5.0,-2.86,6.89,-0.55,8.0,363.0,2866.0,6.5,-9.84,4.68,5.0,15.0,-3.76,-0.42,0.36,0.08,2.07,0.16,0.0,3.87,15.0,0.03,1289.26,-0.68,25.0,-0.82,1.0,1288.01,-192.0,-2.88,-171.94,281.0,0.65,17.39,4.52,5.0,Low
847.5,2.61,879.69,46.5,0.04,0.86,0.2,0.77,0.31,6959.0,0.19,-6138.0,-8110.0,3460.75,0.19,4.83,226.19,1.59,23.5,209.0,0.0,-136.0,620.16,1971.75,9.0,12.0,-1.81,-11846.0,2.18,0.0,0.36,-1.63,0.5,0.0,0.07,0.33,13142.0,4654.82,47.93,78.82,3.0,0.82,0.36,1753.0,-0.24,-0.13,-81.0,102.0,4017.0,470.02,0.18,12.0,2940.26,8.86,3.0,-1.01,0.54,6.38,1.0,2003.5,9587.0,30.25,6.72,-1.72,3.0,17.0,-1.33,0.51,0.0,0.0,2.07,0.6,0.0,0.55,9.0,0.0,298.44,-0.98,107.0,0.26,1.0,2326.29,-192.0,0.2,666.72,281.0,0.31,28.35,3.27,54.0,Very Low
536.0,7.77,2389.77,13.0,0.04,0.44,0.18,0.42,1.07,6959.0,0.18,-3599.0,-8110.0,1283.0,0.1,6.89,106.85,0.88,6.0,209.0,0.0,-136.0,244.25,1012.0,16.0,5.0,-1.99,-10324.0,7.18,0.6,0.1,-1.97,0.4,0.0,0.09,0.41,8555.0,2859.77,39.31,47.63,3.0,0.82,0.36,403.0,3.43,-0.89,-81.0,102.0,1357.0,187.39,0.17,9.0,1681.17,23.12,3.0,-1.05,2.05,8.99,1.0,410.0,9587.0,9.0,17.74,-1.94,3.0,17.0,-1.37,1.09,0.0,0.0,0.91,0.8,0.0,3.81,18.0,0.0,139.28,-0.88,56.0,0.13,1.0,1978.57,-153.0,0.09,1833.42,148.0,0.38,22.76,6.72,11.0,High
167.0,2.21,1731.14,6.0,0.08,0.07,0.04,0.9,-1.71,593.0,1.8,248.0,-3530.0,265.5,0.2,5.0,542.64,0.09,3.0,36.0,0.77,-9.0,-428.02,328.0,5.0,2.0,-0.61,-1380.0,3.04,0.6,0.36,-0.8,0.44,0.28,0.18,0.01,1546.0,386.5,8.59,19.84,9.0,0.82,0.03,119.0,1.36,-1.62,-22.0,2.0,471.5,-331.15,0.36,1.0,475.07,11.39,22.0,-3.26,1.65,6.46,1.0,231.0,3241.0,4.0,8.82,-0.35,9.0,9.0,-4.22,1.47,0.04,0.01,1.02,0.02,0.79,5.43,1.0,0.02,701.37,-2.13,7.0,-0.15,1.0,840.36,-6.0,-0.51,1339.35,65.0,0.8,4.48,3.73,4.0,Very High
898.0,1.67,1098.2,25.5,0.1,0.47,0.16,0.91,0.43,8272.0,-0.22,-5823.0,-11518.0,1494.0,0.21,3.94,90.19,0.18,13.0,108.0,0.0,-133.0,-1087.26,2262.0,19.0,7.0,6.22,-14040.0,3.17,-0.14,1.49,5.06,0.82,0.0,0.17,0.22,7800.0,3879.33,42.22,69.8,10.0,0.9,0.13,778.0,4.76,-0.95,-68.0,82.0,1133.0,-832.43,0.41,2.0,1830.52,3.79,14.0,-2.39,0.66,5.15,2.0,552.0,9169.0,12.0,2.9,1.67,23.0,12.0,-3.12,-0.63,0.1,0.02,2.66,0.05,0.0,1.71,2.0,0.05,117.8,-1.17,53.0,-0.28,12.0,3034.42,-165.0,-2.69,840.81,194.0,0.73,21.06,3.15,35.0,High
1346.0,0.68,355.82,45.0,0.1,0.55,0.16,1.06,0.26,8272.0,0.31,-5823.0,-11518.0,4560.5,0.25,-2.92,106.9,0.64,23.0,108.0,0.0,-133.0,-159.43,2641.0,20.0,13.0,4.93,-14040.0,1.51,0.33,0.48,0.76,0.82,0.0,0.17,0.21,7800.0,4076.06,44.35,74.09,7.0,0.9,0.12,2299.0,2.33,-0.8,-68.0,82.0,2571.0,-121.43,0.42,2.0,2116.78,-16.01,12.0,-1.93,0.15,-3.83,2.0,1153.0,9169.0,25.0,-12.19,2.09,3.0,11.0,-2.53,-0.07,0.33,0.07,2.66,0.16,0.0,0.93,1.0,0.06,140.35,-1.42,94.5,-0.52,7.0,3336.72,-165.0,-2.28,271.01,194.0,0.7,23.04,2.66,49.0,Low
787.0,1.4,127.62,17.5,0.1,0.74,0.06,1.85,0.11,3828.0,-1.13,-4596.0,-1885.0,911.0,0.44,-3.86,616.27,1.22,9.0,34.0,0.31,-66.0,947.8,1641.0,2.0,5.0,-1.18,-2940.0,2.18,-1.0,0.08,-1.19,0.61,0.31,0.14,0.17,4075.0,1340.41,16.99,37.04,3.0,0.87,0.06,499.0,1.45,-0.53,-36.0,36.0,1376.0,720.93,0.42,4.0,1274.47,-10.24,15.0,-3.16,1.15,-5.08,4.0,659.0,2451.0,9.0,-7.79,1.97,3.0,6.0,-4.16,-0.5,0.61,0.14,3.08,0.27,0.59,0.95,6.0,0.03,810.2,0.5,44.0,0.76,6.0,1216.45,-133.0,-0.09,97.07,52.0,0.59,10.97,-0.51,16.0,Very Low
68.0,0.19,376.62,7.0,0.12,0.57,0.08,3.01,-2.2,3406.0,-0.63,-2194.0,-17.0,235.75,0.72,-1.39,814.42,1.01,3.0,13.0,0.2,-15.0,558.59,135.5,1.0,2.0,-1.07,-324.0,8.25,-3.02,-0.57,-1.09,0.62,0.4,0.08,0.13,2084.0,352.03,5.54,11.52,3.0,0.59,0.16,102.0,10.24,-1.57,-30.0,9.0,192.75,424.17,0.52,3.0,524.65,-0.62,3.0,-2.91,0.63,-1.82,4.0,73.0,1119.0,4.0,-0.47,-1.68,3.0,1.0,-3.83,-0.49,0.42,0.09,3.58,0.22,1.84,4.56,1.0,0.06,1072.51,2.75,13.0,-0.19,1.0,703.75,-32.0,0.59,285.99,21.0,0.33,5.04,6.84,7.0,Medium
