accX_mad,gyroX_kurtosis,accY_mean,gyroX_iqr,ci_sma,distance_std,ci_std,distance_mean,gyroZ_skewness,accX_max,gyroY_skewness,accY_min,accX_min,accZ_iqr,distance_sma,gyroX_sma,accZ_sma,distance_iqr,gyroX_mad,gyroX_max,proximity_min,gyroX_min,accX_mean,accX_iqr,gyroZ_maxInds,gyroZ_mad,proximity_kurtosis,accZ_min,gyroZ_kurtosis,accY_skewness,distance_skewness,distance_kurtosis,ci_max,ci_min,proximity_sma,proximity_std,accZ_max,accZ_std,gyroX_std,gyroY_std,proximity_maxInds,proximity_max,ci_iqr,accZ_mad,accY_kurtosis,accZ_skewness,gyroZ_min,gyroZ_max,accY_iqr,accX_sma,ci_mean,gyroX_maxInds,accY_std,gyroY_mean,ci_maxInds,gyroZ_sma,gyroY_kurtosis,gyroX_mean,gyroY_maxInds,accY_mad,accY_max,gyroZ_iqr,gyroY_sma,ci_kurtosis,distance_maxInds,accZ_maxInds,gyroZ_mean,gyroX_skewness,distance_mad,proximity_mad,distance_max,proximity_iqr,distance_min,accZ_kurtosis,accX_maxInds,ci_mad,accZ_mean,accX_skewness,gyroY_iqr,ci_skewness,accY_maxInds,accX_std,gyroY_min,proximity_skewness,accY_sma,gyroY_max,proximity_mean,gyroZ_std,accX_kurtosis,gyroY_mad,activity
723.5,4.59,83.05,11.0,0.12,0.95,0.22,1.73,-0.35,6736.0,1.6,-2344.0,-2573.0,994.75,0.44,-1.91,1295.41,1.27,6.5,58.0,0.0,-29.0,-112.08,1605.0,3.0,7.5,0.14,-3404.0,-0.23,1.33,-0.51,-0.64,0.79,0.0,0.13,0.24,7621.0,1777.08,14.31,40.53,5.0,1.0,0.24,553.5,1.45,-0.06,-43.0,15.0,1693.5,-83.49,0.47,7.0,1531.9,-7.58,3.0,-8.42,2.64,-2.57,1.0,691.0,4866.0,17.0,-5.65,0.17,3.0,11.0,-11.3,1.38,0.56,0.1,3.38,0.22,0.0,1.81,1.0,0.1,1739.05,1.78,40.75,-0.76,1.0,1661.38,-77.0,-0.59,61.87,129.0,0.5,12.09,4.23,20.5,High
317.0,1.54,-546.49,5.0,0.17,0.31,0.14,2.52,-0.77,650.0,-0.88,-2344.0,-1662.0,296.0,0.66,-0.95,1431.27,0.34,2.0,24.0,0.38,-26.0,-588.92,675.75,1.0,4.0,0.15,1034.0,-0.65,-0.94,-1.18,0.18,0.8,0.37,0.12,0.07,3317.0,370.58,8.88,16.59,3.0,0.61,0.26,117.0,1.94,0.54,-31.0,1.0,655.0,-434.26,0.63,1.0,501.06,-12.32,11.0,-6.4,-0.75,-1.29,1.0,225.0,861.0,14.0,-9.08,-1.53,3.0,9.0,-8.68,-0.08,0.05,0.01,2.79,0.07,1.74,2.82,2.0,0.13,1941.04,-0.16,23.0,-0.08,1.0,485.81,-52.0,1.17,-402.96,7.0,0.44,9.11,-0.25,5.0,High
651.0,0.46,511.17,13.0,0.17,0.34,0.13,2.53,-0.83,443.0,-0.67,-1049.0,-4096.0,1028.5,0.67,-3.28,1213.21,0.31,6.0,24.0,0.38,-37.0,-1207.61,1792.0,1.0,4.0,1.01,-910.0,-0.57,1.28,-1.48,1.04,0.8,0.42,0.12,0.08,5168.0,977.79,10.97,28.03,3.0,0.67,0.25,302.0,0.81,0.51,-35.0,5.0,1646.5,-887.6,0.63,1.0,1195.6,-28.8,17.0,-6.42,-0.6,-4.46,1.0,305.0,4195.0,15.5,-21.17,-1.72,3.0,7.0,-8.73,-0.02,0.04,0.01,2.79,0.07,1.47,2.38,1.0,0.12,1650.63,-0.8,46.0,0.03,1.0,1091.98,-94.0,1.48,375.71,2.0,0.44,10.96,-0.51,23.0,Very High
882.0,-0.3,706.76,21.0,0.13,0.91,0.22,1.58,-0.34,2922.0,-0.03,-3383.0,-4096.0,1937.5,0.41,-2.83,1239.1,1.75,10.0,34.0,0.0,-37.0,-1117.14,1852.0,1.0,9.0,0.16,-1149.0,-0.77,0.11,-0.32,-1.26,0.77,0.0,0.14,0.25,5853.0,1729.23,15.72,43.74,4.0,0.91,0.29,985.0,0.62,0.73,-35.0,28.0,1656.5,-829.39,0.49,1.0,1353.07,-13.65,3.0,-2.79,-1.2,-3.82,1.0,800.0,4195.0,22.5,-10.13,0.01,3.0,7.0,-3.76,0.52,0.8,0.15,2.72,0.33,0.0,-0.14,7.0,0.17,1668.99,0.69,74.0,-0.76,1.0,1526.01,-94.0,-0.67,524.72,60.0,0.55,15.09,0.26,35.0,Medium
1474.5,0.2,-622.01,36.75,0.04,0.52,0.24,0.33,0.72,4279.0,-0.56,-3383.0,-2399.0,2804.5,0.09,16.27,776.55,0.63,16.5,104.0,0.0,-34.0,521.18,3056.75,3.0,10.0,-1.46,-1835.0,0.18,0.32,1.39,0.91,0.76,0.0,0.08,0.39,5853.0,2158.02,30.83,29.95,3.0,0.91,0.36,1401.5,0.28,0.77,-41.0,73.0,1583.0,380.46,0.16,1.0,1229.14,18.84,3.0,11.3,-0.31,22.29,4.0,834.5,3313.0,21.0,13.76,-0.17,3.0,7.0,15.49,0.76,0.0,0.0,1.99,0.73,0.0,-0.37,1.0,0.0,1063.77,0.11,43.0,1.11,1.0,1616.25,-57.0,0.68,-454.07,71.0,0.28,22.98,-1.22,23.0,Medium
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007.0,2.89,-237.8,23.25,0.1,0.22,0.07,0.89,0.34,2830.0,-0.39,-7239.0,-4804.0,4825.5,0.22,-2.43,1358.91,0.46,12.0,51.0,0.74,-115.0,51.94,2014.5,5.0,10.0,-1.22,-6655.0,-0.01,-0.03,-0.56,-1.24,0.59,0.25,0.2,0.05,10974.0,3474.28,29.64,39.8,3.0,0.88,0.05,2415.0,-0.21,-0.26,-39.0,47.0,3528.25,39.83,0.39,2.0,2623.43,-10.91,17.0,-1.15,0.65,-3.17,7.0,1848.0,5633.0,20.0,-8.36,1.63,3.0,11.0,-1.49,-1.26,0.12,0.02,1.17,0.1,0.55,-0.09,2.0,0.03,1772.09,-0.71,45.75,1.12,7.0,1547.72,-132.0,0.58,-182.36,105.0,0.8,16.6,0.56,24.0,Very High
1158.0,2.42,-1117.96,21.0,0.09,0.23,0.1,0.7,0.6,3129.0,-0.3,-7239.0,-5267.0,1829.0,0.16,-3.15,1063.53,0.3,10.0,51.0,0.75,-115.0,-417.76,2465.0,5.0,9.0,1.3,-5881.0,1.13,0.69,-0.35,1.17,0.59,0.15,0.2,0.05,10974.0,2903.09,30.2,38.52,4.0,1.0,0.11,882.0,0.78,0.24,-43.0,47.0,2246.0,-319.85,0.36,2.0,2489.93,-16.85,4.0,-4.24,1.14,-4.12,2.0,1070.0,5633.0,17.5,-12.9,0.07,4.0,12.0,-5.54,-1.16,0.08,0.02,1.13,0.06,0.02,1.16,1.0,0.06,1389.1,-0.37,27.5,0.33,1.0,1708.04,-132.0,0.41,-855.94,105.0,0.85,15.84,-0.0,10.0,Very High
683.0,1.39,-1228.5,12.5,0.09,0.21,0.12,0.69,0.25,3129.0,-1.21,-5461.0,-5267.0,926.5,0.16,-3.44,1064.09,0.29,4.0,32.0,0.79,-44.0,-1116.68,1435.0,3.0,8.0,2.12,-3765.0,0.58,0.52,-1.21,1.97,0.8,0.15,0.2,0.05,6593.0,1638.8,12.0,21.98,5.0,1.0,0.13,451.0,2.08,0.17,-43.0,28.0,900.0,-854.96,0.38,3.0,1240.82,-16.27,3.0,-5.86,1.67,-4.5,2.0,451.0,2747.0,15.5,-12.46,1.62,5.0,8.0,-7.65,-0.92,0.14,0.03,0.95,0.06,0.02,2.32,8.0,0.06,1389.84,-0.27,19.5,0.94,1.0,1338.56,-90.0,1.25,-940.57,31.0,0.85,12.99,2.07,7.0,High
1161.0,-0.14,294.69,18.5,0.11,0.21,0.15,0.64,-0.19,4851.0,-0.11,-2122.0,-4958.0,1800.5,0.15,-0.2,1187.04,0.18,9.0,32.0,0.79,-36.0,166.1,2253.0,1.0,11.0,1.55,-2435.0,-0.73,0.59,-0.94,1.54,0.81,0.27,0.2,0.05,6593.0,1815.06,13.1,37.08,3.0,0.99,0.21,908.0,-0.37,0.31,-32.0,34.0,2781.5,127.83,0.48,5.0,1711.78,11.44,5.0,4.57,-0.9,-0.26,1.0,1466.0,4937.0,24.5,8.8,-0.29,3.0,8.0,5.94,-0.23,0.08,0.02,0.95,0.03,0.04,0.41,1.0,0.07,1542.34,-0.34,49.5,0.9,1.0,1762.76,-61.0,0.96,226.81,83.0,0.86,15.85,0.32,29.0,High
439.0,0.18,1317.27,12.0,0.1,0.18,0.16,0.6,0.69,4851.0,0.52,-4471.0,-2449.0,1139.5,0.14,3.24,1216.26,0.1,5.0,32.0,0.82,-23.0,965.2,859.5,2.0,6.0,4.06,-2179.0,-0.5,-0.28,-2.03,3.95,0.81,0.19,0.2,0.04,8051.0,1842.74,10.03,23.55,7.0,0.99,0.09,592.0,1.65,0.95,-5.0,34.0,1678.5,746.76,0.43,6.0,1645.13,28.52,4.0,8.37,-0.83,4.19,1.0,595.0,5237.0,15.0,22.06,0.29,7.0,8.0,10.82,-0.2,0.05,0.01,0.83,0.03,0.04,1.94,1.0,0.04,1572.03,0.18,38.0,1.07,9.0,1026.35,-24.0,2.08,1019.15,83.0,0.87,10.05,2.92,14.0,Very High
572.0,0.37,942.41,14.5,0.09,0.28,0.25,0.48,0.52,3510.0,0.25,-5169.0,-3149.0,1150.0,0.11,1.03,1162.94,0.33,7.0,24.0,0.0,-29.0,149.76,1319.0,6.0,5.0,0.31,-6654.0,1.33,-0.65,-0.83,-0.76,0.86,0.0,0.17,0.35,8051.0,2570.6,9.96,22.31,5.0,0.99,0.33,586.0,1.27,-0.44,-39.0,53.0,1395.5,114.06,0.37,4.0,1982.23,15.03,13.0,3.48,1.56,1.35,6.0,645.0,5237.0,10.5,11.45,-0.86,4.0,8.0,4.57,-0.51,0.11,0.02,0.83,0.06,0.0,2.21,8.0,0.16,1526.85,-0.37,19.0,0.08,7.0,1226.66,-47.0,-1.5,717.79,82.0,0.7,14.99,0.72,9.0,Very High
589.0,0.75,868.13,12.0,0.08,0.29,0.25,0.53,1.01,3510.0,0.02,-5169.0,-3149.0,1608.5,0.13,2.3,1135.58,0.33,6.0,24.0,0.0,-29.0,-289.07,1237.5,7.0,5.0,0.42,-6654.0,1.59,-1.06,-0.97,-0.58,0.86,0.0,0.17,0.34,6585.0,2377.41,10.16,22.15,4.0,0.96,0.32,801.0,2.93,-0.93,-39.0,53.0,1012.5,-219.04,0.35,13.0,1618.93,8.73,11.0,0.66,0.65,3.03,7.0,511.0,4775.0,14.5,6.62,-0.79,4.0,8.0,0.88,-0.46,0.11,0.02,0.81,0.05,0.0,2.9,9.0,0.12,1498.65,0.55,24.5,0.26,7.0,1184.61,-47.0,-1.54,657.81,82.0,0.69,15.39,1.25,12.0,Very High
833.0,1.54,127.05,18.0,0.07,0.45,0.22,0.56,0.21,3516.0,0.58,-6104.0,-4065.0,2919.0,0.14,2.93,1088.46,0.66,8.0,73.0,0.0,-66.0,136.57,1949.0,13.0,5.0,-0.51,-9688.0,3.67,-1.14,1.91,8.95,0.8,0.0,0.16,0.36,9610.0,3190.2,21.82,46.59,3.0,0.99,0.21,1524.0,1.21,-0.92,-54.0,47.0,2052.5,102.95,0.3,3.0,1930.81,-7.78,11.0,0.56,1.06,3.88,7.0,985.0,4685.0,13.5,-5.87,-0.18,3.0,8.0,0.75,0.36,0.11,0.02,2.72,0.14,0.0,2.18,7.0,0.1,1443.87,0.02,46.0,0.3,1.0,1634.34,-109.0,-1.18,95.78,139.0,0.65,13.01,-0.18,21.0,Very High
2413.5,0.45,-79.61,46.75,0.04,0.42,0.24,0.17,0.02,3516.0,0.44,-6104.0,-9679.0,4653.75,0.05,3.99,665.21,0.03,21.0,127.0,0.0,-66.0,-1058.29,4693.0,6.0,14.0,-0.5,-9922.0,-0.47,-0.25,4.33,22.68,0.8,0.0,0.06,0.38,9665.0,4121.26,33.08,67.19,3.0,0.99,0.15,2348.5,1.08,-0.42,-54.0,47.0,2264.0,-768.71,0.13,4.0,2106.66,13.48,3.0,-0.14,-0.64,5.49,1.0,1090.0,6347.0,28.0,9.79,1.02,3.0,8.0,-0.19,0.81,0.0,0.0,2.72,0.2,0.0,0.31,1.0,0.0,915.81,-0.58,89.0,1.56,10.0,3092.46,-109.0,1.2,-57.83,182.0,0.22,19.8,-0.26,50.5,Very High
2177.0,1.22,334.86,39.0,0.02,0.38,0.19,0.17,0.43,8298.0,0.32,-2910.0,-9679.0,3241.0,0.05,-1.17,591.1,0.0,17.0,127.0,0.0,-67.0,-1002.73,4408.0,2.0,17.0,0.92,-9922.0,-0.62,0.73,1.94,2.13,0.7,0.0,0.04,0.31,9665.0,3431.61,32.71,62.35,3.0,0.86,0.0,1705.0,2.52,-0.34,-54.0,56.0,1630.0,-723.36,0.09,3.0,1487.43,11.26,3.0,-3.54,0.27,-1.63,1.0,820.0,6347.0,40.0,8.12,1.93,2.0,12.0,-4.91,0.95,0.0,0.0,1.27,0.0,0.0,1.27,1.0,0.0,819.39,0.0,70.0,1.88,1.0,3360.63,-143.0,1.7,241.56,182.0,0.14,25.46,0.37,33.0,Very High
1801.0,4.75,236.41,32.0,0.08,0.61,0.24,0.82,0.51,8298.0,-0.41,-2810.0,-4987.0,2794.0,0.2,-1.78,897.47,1.38,15.0,167.0,0.0,-67.0,1036.54,3018.5,2.0,17.0,-1.45,-9224.0,-0.07,0.72,-0.45,-1.56,0.7,0.0,0.12,0.35,8201.0,2976.77,33.69,40.28,3.0,0.86,0.54,1481.0,1.9,-0.9,-54.0,58.0,1804.5,777.41,0.34,6.0,1439.37,-15.84,3.0,-3.26,0.8,-2.37,2.0,860.0,5884.0,33.0,-11.88,-1.45,3.0,11.0,-4.35,1.61,0.34,0.07,1.49,0.73,0.0,2.43,10.0,0.1,1196.63,0.34,51.0,-0.54,6.0,2396.01,-143.0,-0.68,177.31,78.0,0.49,25.13,0.38,26.0,Very High
748.0,3.61,-117.37,37.0,0.1,0.31,0.13,1.05,-0.21,4993.0,-0.15,-2847.0,-4987.0,2499.0,0.25,-1.71,529.33,0.64,14.0,167.0,0.67,-65.0,1158.82,1706.0,8.0,11.0,-1.76,-9224.0,0.01,0.61,0.11,-1.77,0.59,0.2,0.18,0.07,8201.0,2423.18,35.45,29.75,3.0,0.85,0.23,1289.0,0.21,-0.66,-47.0,58.0,2671.5,887.22,0.41,2.0,1759.6,-9.07,4.0,-0.34,-0.02,-2.23,6.0,1338.0,5884.0,27.5,-6.95,-1.31,3.0,8.0,-0.45,1.49,0.27,0.06,1.49,0.15,0.68,5.07,2.0,0.1,691.37,-0.16,39.5,-0.29,6.0,1585.96,-97.0,-0.11,-89.86,64.0,0.77,21.17,1.45,19.0,Very High
1203.0,0.57,-252.08,26.0,0.09,0.3,0.24,0.52,-1.09,2470.0,-0.17,-2847.0,-5173.0,2436.25,0.13,-3.73,575.18,0.3,17.5,68.0,0.0,-65.0,-199.18,2133.0,3.0,10.0,0.03,-2290.0,1.01,-0.09,-0.88,-0.69,0.8,0.0,0.17,0.35,6166.0,1684.72,24.6,32.15,3.0,0.95,0.28,1201.5,-1.09,0.64,-47.0,37.0,2193.25,-149.9,0.35,2.0,1403.81,6.15,5.0,3.26,1.08,-4.95,1.0,1148.5,2242.0,19.75,4.63,-0.92,3.0,1.0,4.33,0.23,0.13,0.03,0.89,0.06,0.0,0.44,1.0,0.16,764.27,-0.67,24.75,0.13,1.0,1665.35,-97.0,-1.41,-189.71,83.0,0.68,17.87,0.25,13.5,Very High
385.0,2.17,382.15,9.0,0.1,0.33,0.27,0.48,0.25,1600.0,1.4,-2077.0,-5173.0,1183.5,0.12,1.7,1075.71,0.74,4.0,44.0,0.0,-38.0,-1189.07,1035.5,3.0,8.0,-0.95,-2290.0,-0.07,-0.64,-0.38,-1.21,0.8,0.0,0.15,0.39,6400.0,1642.09,12.79,22.37,5.0,0.95,0.57,607.0,1.24,0.65,-25.0,37.0,788.0,-896.38,0.39,4.0,690.62,14.41,6.0,3.29,1.31,2.25,1.0,338.0,1813.0,15.0,10.87,-1.22,5.0,8.0,4.37,0.44,0.28,0.06,0.92,0.88,0.0,1.06,4.0,0.2,1426.97,-1.21,22.0,-0.39,3.0,1066.39,-16.0,-1.01,288.08,83.0,0.62,12.55,3.12,10.0,Very High
598.0,1.8,103.76,11.5,0.1,0.24,0.15,0.77,0.88,2434.0,0.81,-3407.0,-4056.0,1462.0,0.18,1.41,1187.63,0.19,5.0,38.0,0.0,-32.0,-1007.37,1143.0,4.0,7.0,9.36,-2540.0,0.69,-1.44,-2.2,4.47,0.66,0.0,0.18,0.21,6400.0,1629.61,10.64,18.88,13.0,0.88,0.17,619.0,3.45,0.56,-13.0,39.0,627.5,-775.31,0.42,7.0,832.46,13.57,25.0,3.19,-0.32,1.83,1.0,412.0,1514.0,14.0,10.45,1.61,4.0,10.0,4.15,0.9,0.09,0.02,0.98,0.03,0.0,1.19,7.0,0.08,1543.12,0.29,23.5,-1.29,1.0,1377.99,-16.0,-3.33,79.86,60.0,0.76,11.32,0.31,12.0,Very High
1341.0,0.94,-271.15,18.0,0.09,0.23,0.09,0.91,-0.01,2950.0,-0.31,-3571.0,-4056.0,2086.5,0.21,-0.61,1117.95,0.24,8.0,37.0,0.68,-55.0,-151.9,2856.0,1.0,9.0,-0.59,-3473.0,-0.06,-0.77,0.4,-0.64,0.57,0.18,0.19,0.05,6174.0,1802.15,15.08,35.96,6.0,0.88,0.14,988.0,0.19,0.11,-37.0,39.0,1446.0,-116.3,0.39,2.0,1218.4,-4.74,16.0,-1.83,-0.38,-0.8,1.0,650.0,2026.0,19.5,-3.63,-0.59,6.0,12.0,-2.39,-0.24,0.15,0.04,1.43,0.06,0.55,0.55,1.0,0.07,1460.18,-0.37,50.5,-0.14,2.0,1786.27,-90.0,-0.41,-207.6,60.0,0.8,16.48,-0.82,25.0,Very High
817.0,-0.11,-362.32,24.0,0.1,0.56,0.12,1.4,0.1,2950.0,0.13,-3571.0,-1895.0,1446.0,0.33,-6.78,821.64,0.85,13.0,37.0,0.47,-55.0,1258.64,1638.5,2.0,10.0,-1.02,-3473.0,-0.48,-0.39,0.1,-1.02,0.68,0.18,0.16,0.13,5381.0,1507.75,16.71,27.49,3.0,0.88,0.11,768.0,-0.64,0.38,-37.0,27.0,1797.0,958.65,0.4,2.0,1317.14,-34.04,8.0,-8.31,0.24,-8.9,2.0,901.0,2026.0,22.0,-25.93,-0.22,3.0,12.0,-10.9,0.22,0.46,0.1,2.38,0.19,0.55,1.08,1.0,0.05,1078.76,-0.74,34.0,0.81,2.0,1048.93,-90.0,-0.11,-275.96,55.0,0.69,13.51,0.25,17.0,Very High
846.0,-0.84,-697.49,24.0,0.14,0.47,0.17,2.27,-0.06,2621.0,0.13,-3786.0,-1318.0,1390.5,0.57,-5.47,998.08,0.7,12.0,26.0,0.35,-40.0,1203.42,1695.5,2.0,14.0,-1.01,-967.0,-0.83,-0.41,-0.58,-1.03,0.81,0.29,0.12,0.1,4662.0,1092.08,16.57,39.24,3.0,0.67,0.28,697.0,-0.62,0.31,-40.0,31.0,1664.5,902.57,0.57,1.0,1233.36,-13.99,3.0,-2.52,-1.21,-7.29,1.0,790.0,1561.0,27.5,-10.49,-1.24,3.0,8.0,-3.36,-0.09,0.31,0.07,2.94,0.15,1.47,0.06,1.0,0.12,1330.77,-0.47,74.5,-0.41,1.0,997.72,-83.0,0.59,-523.12,61.0,0.49,16.96,-0.62,34.0,Low
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332.5,-0.47,381.67,13.0,0.09,0.19,0.08,0.82,-0.01,3981.0,0.38,-7182.0,-3734.0,1737.75,0.2,1.03,1469.9,0.1,6.0,21.0,0.71,-25.0,46.01,738.25,5.0,12.0,1.53,-5884.0,-0.25,-0.65,0.53,1.41,0.53,0.28,0.2,0.04,7709.0,2230.76,10.72,20.89,6.0,0.94,0.13,845.5,1.24,-0.73,-48.0,48.0,2193.0,35.47,0.39,7.0,2228.77,7.72,8.0,2.01,-0.13,1.34,10.0,1098.0,4934.0,24.0,5.95,-1.2,6.0,7.0,2.61,-0.22,0.05,0.01,1.28,0.02,0.28,2.69,7.0,0.06,1906.9,-0.08,26.0,0.21,8.0,1081.18,-37.0,-0.54,294.2,62.0,0.82,20.47,4.05,11.0,Very High
771.0,2.08,-404.09,20.5,0.1,0.23,0.1,0.97,0.25,3981.0,-1.42,-8714.0,-5184.0,2511.5,0.22,0.2,1070.89,0.29,11.0,75.0,0.71,-78.0,-180.27,1862.0,3.0,15.0,0.24,-7679.0,-0.54,-1.35,-0.62,0.19,0.67,0.3,0.18,0.05,7709.0,3006.13,20.19,43.09,4.0,0.94,0.13,1259.0,2.1,-0.91,-42.0,48.0,2264.5,-138.74,0.42,6.0,2394.55,-11.06,15.0,-1.67,1.87,0.26,1.0,1036.0,3573.0,29.5,-8.51,0.13,4.0,5.0,-2.17,0.01,0.15,0.04,1.32,0.06,0.28,1.17,2.0,0.05,1391.43,-0.49,42.0,1.04,2.0,1606.17,-151.0,0.62,-311.0,53.0,0.78,21.08,0.65,18.0,Very High
1229.0,1.26,-450.79,22.0,0.11,0.32,0.12,0.81,-0.39,4064.0,-0.93,-8714.0,-6158.0,3741.5,0.19,-1.56,758.5,0.46,11.0,75.0,0.71,-78.0,124.07,2768.0,4.0,12.0,-0.01,-10747.0,-0.6,-0.6,-0.49,-0.02,0.67,0.26,0.2,0.07,7492.0,3869.98,22.03,46.74,3.0,1.0,0.21,1900.0,1.31,-0.89,-44.0,37.0,2694.0,94.5,0.47,4.0,2652.77,-12.05,15.0,-0.48,0.9,-2.05,2.0,1288.0,6000.0,25.0,-9.18,-1.24,3.0,7.0,-0.63,0.02,0.22,0.05,1.32,0.1,0.0,0.63,2.0,0.1,995.86,-0.76,47.5,0.1,2.0,2036.91,-151.0,0.48,-343.35,82.0,0.82,20.16,0.25,19.0,Very High
1164.5,0.56,337.19,21.0,0.12,0.26,0.16,0.65,-0.27,4382.0,0.01,-5900.0,-6158.0,3829.5,0.16,-1.87,691.46,0.3,11.0,46.0,0.77,-60.0,477.19,2036.25,2.0,10.0,0.19,-10747.0,0.42,0.42,-0.64,0.16,0.75,0.11,0.21,0.06,10043.0,3979.1,20.6,37.89,5.0,1.0,0.21,2002.5,0.86,-0.57,-44.0,40.0,2434.5,360.98,0.49,3.0,2604.68,5.64,12.0,2.84,0.54,-2.47,5.0,1247.0,8765.0,19.75,4.27,-0.39,5.0,8.0,3.76,-0.37,0.14,0.03,1.03,0.07,0.0,0.47,8.0,0.1,914.05,-0.75,26.0,-0.17,9.0,2062.24,-86.0,0.62,255.08,106.0,0.86,16.97,0.51,13.5,Very High
1171.0,0.14,-673.56,28.5,0.12,0.56,0.17,0.89,-0.31,4382.0,0.3,-5900.0,-4828.0,2159.5,0.21,-0.84,725.74,0.44,11.0,57.0,0.1,-57.0,-402.31,2363.5,3.0,9.0,20.25,-7092.0,0.99,0.87,3.89,20.38,0.86,0.11,0.19,0.12,10043.0,3065.96,22.31,38.01,11.0,0.97,0.22,1115.0,1.87,-0.11,-57.0,40.0,2739.0,-306.42,0.52,2.0,2512.03,-9.51,12.0,-3.66,0.92,-1.11,7.0,1448.0,8765.0,16.0,-7.24,-0.19,11.0,6.0,-4.8,-0.14,0.25,0.06,4.05,0.1,0.14,1.2,1.0,0.11,952.84,0.35,34.0,-0.34,7.0,1803.21,-91.0,-3.88,-513.02,106.0,0.8,18.51,-0.18,15.0,Very High
915.0,0.45,-1366.12,34.0,0.13,0.58,0.13,0.97,-0.23,9831.0,0.72,-4584.0,-7158.0,2710.5,0.23,-3.76,191.08,0.64,17.0,57.0,0.1,-89.0,-950.66,1816.5,1.0,13.0,14.5,-13189.0,0.18,0.72,3.08,14.86,0.86,0.26,0.19,0.13,9699.0,3914.12,29.9,49.7,6.0,0.99,0.15,1257.0,0.71,-0.72,-57.0,42.0,2156.0,-724.08,0.53,1.0,2011.82,-13.16,14.0,-4.98,2.36,-4.93,4.0,1071.0,5681.0,26.5,-10.02,0.15,6.0,8.0,-6.54,-0.41,0.32,0.07,4.05,0.14,0.05,1.75,9.0,0.06,250.87,1.27,47.0,-0.52,7.0,2702.25,-141.0,-3.02,-1040.51,165.0,0.78,19.39,4.1,26.0,Very High
1521.0,1.23,458.01,28.0,0.12,0.32,0.11,0.86,0.31,9831.0,0.05,-4422.0,-7158.0,3572.0,0.2,-2.52,471.52,0.39,13.0,57.0,0.69,-89.0,391.18,3262.5,9.0,10.0,-0.36,-13189.0,0.56,0.08,-0.22,-0.28,0.65,0.26,0.19,0.07,9699.0,4117.08,28.07,51.51,5.0,0.99,0.14,1776.0,-0.27,-0.69,-42.0,60.0,3210.5,297.94,0.51,2.0,2517.35,9.17,12.0,4.93,1.22,-3.31,2.0,1607.0,6842.0,19.5,6.98,0.14,5.0,8.0,6.48,-0.73,0.24,0.05,1.39,0.09,0.05,1.29,9.0,0.04,619.07,0.37,54.5,-1.08,1.0,3127.81,-141.0,0.21,348.85,165.0,0.81,20.0,1.19,25.0,Very High
1124.0,3.9,730.65,21.0,0.13,0.2,0.15,0.72,0.2,8521.0,-0.28,-6508.0,-7242.0,4191.0,0.17,-0.84,686.72,0.37,11.0,68.0,0.78,-109.0,682.35,2563.0,4.0,13.0,-0.91,-6706.0,0.19,-0.26,-0.25,-0.98,0.94,0.28,0.2,0.05,8428.0,3377.51,27.4,44.52,5.0,0.95,0.13,1890.0,0.31,-0.13,-48.0,60.0,2732.5,519.72,0.56,4.0,2727.91,1.74,8.0,3.91,-0.27,-1.1,1.0,1337.0,7314.0,25.5,1.33,0.14,5.0,14.0,5.13,-1.29,0.19,0.04,0.99,0.09,0.24,-0.34,1.0,0.07,901.61,-0.06,54.0,0.16,1.0,2397.45,-101.0,0.27,556.5,90.0,0.84,21.35,1.73,27.0,Very High
2150.0,2.03,-379.95,33.5,0.12,0.16,0.16,0.66,-0.26,6141.0,-0.27,-6508.0,-7242.0,6590.0,0.15,-3.12,573.3,0.14,14.0,68.0,0.79,-109.0,-388.41,4158.5,4.0,15.0,0.36,-8439.0,-0.59,0.47,-0.23,0.29,0.94,0.28,0.2,0.04,8400.0,4260.03,29.47,46.29,5.0,0.95,0.23,3310.0,-0.06,-0.33,-48.0,34.0,4039.5,-298.94,0.53,3.0,2926.35,-5.52,7.0,-0.79,-0.7,-4.05,1.0,2040.0,7637.0,28.5,-4.25,-0.32,5.0,7.0,-1.03,-0.69,0.08,0.02,0.96,0.03,0.24,-0.85,8.0,0.1,744.9,-0.08,66.5,0.55,8.0,2777.89,-101.0,0.32,-292.42,93.0,0.85,18.28,-0.55,32.0,Very High
1509.0,3.16,188.44,25.0,0.09,0.25,0.09,0.81,-0.39,6141.0,-0.36,-4996.0,-6140.0,4771.0,0.19,-2.61,838.68,0.32,15.0,56.0,0.72,-107.0,202.37,2849.5,5.0,10.0,0.59,-8439.0,0.64,0.69,-0.59,0.71,0.57,0.21,0.19,0.05,9465.0,3851.68,27.42,42.93,5.0,0.99,0.1,2577.0,0.54,-0.38,-47.0,47.0,3421.0,155.75,0.41,4.0,2754.49,8.14,27.0,0.12,-0.08,-3.39,6.0,1776.0,8160.0,20.5,6.27,-0.49,5.0,7.0,0.16,-1.2,0.15,0.03,1.26,0.07,0.03,-0.04,8.0,0.07,1089.71,-0.23,46.5,-0.13,8.0,2509.23,-99.0,0.53,145.03,98.0,0.82,16.69,0.11,21.0,Very High
